angleX,angleY,angleZ,label
-94.42,-12.65,52.64,0
-94.18,-12.78,52.68,0
-93.91,-12.95,52.72,0
-93.71,-13.11,52.74,0
-93.59,-13.23,52.74,0
-93.54,-13.31,52.72,0
-93.51,-13.36,52.67,0
-93.46,-13.39,52.61,0
-93.36,-13.38,52.54,0
-93.21,-13.34,52.49,0
-93.02,-13.29,52.44,0
-92.78,-13.23,52.4,0
-92.48,-13.17,52.37,0
-92.12,-13.12,52.33,0
-91.71,-13.06,52.29,0
-91.25,-13,52.28,0
-90.76,-12.94,52.3,0
-90.21,-12.83,52.35,0
-89.6,-12.68,52.39,0
-88.82,-12.47,52.45,0
-87.83,-12.13,52.58,0
-86.64,-11.67,52.54,0
